"global_turn_id";"query";"target_answer";"alex_answer";"step_text";"recipe_title";"is_ingredient_list";"gpt-3"
"33_3";"what type of sprigs should I add to the mixture?";"sage.";"Along with some other ingredients, you need to add sage sprigs to a large mixing bowl.";"Preheat oven to 400°F (200°C). Cut about half the squash into 1-inch chunks, to yield 4 cups. Cut remaining squash into 1/4-inch dice. In a large mixing bowl, toss large squash chunks with 2 tablespoons (30ml) olive oil, garlic, apple, red pepper flakes, sage sprigs, and a large pinch of salt until evenly coated, then spread in an even layer on a rimmed baking sheet. In a separate bowl, toss small diced squash with 2 tablespoons (30ml) olive oil, maple syrup, and a pinch of salt, then spread in an even layer on a second rimmed baking sheet.";"Pressure Cooker Butternut Squash Risotto With Frizzled Sage and Brown Butter Recipe";"False";"Add sage sprigs to the large mixing bowl with the large squash chunks and other ingredients."
"57_1";"for how many minutes should I shake the pan?";"3 minutes.";"Shake the pan until the leaves are charred in spots and green. This can take 2 to 3 minutes.";"In a large cast iron or carbon steel skillet, heat oil over high heat until just smoking. Carefully add Brussels sprouts leaves to the pan, spreading them into as even a layer as possible. Cook, stirring and shaking the pan occasionally, until leaves are charred in spots and bright green, 2 to 3 minutes. Working quickly, transfer Brussels sprouts to a rimmed baking sheet or large plate, spread in an even single layer, and set aside to cool to room temperature, about 5 minutes.";"Charred Brussels Sprouts and Leek Muchim With Coffee-Dijon Dressing Recipe";"False";"Cook the Brussels sprouts leaves in a large cast iron or carbon steel skillet over high heat until they are charred in spots and bright green, shaking the pan occasionally for 2 to 3 minutes."
"60_20";"what kind of knife will I need?";"paring knife.";"For piercing the pumpkins you should use a paring knife.";"Roast pumpkins on baking sheet, without tops, until top layer of cheese is melted and lightly browned, and pumpkins are tender and easily pierced by a paring knife, 30 to 45 minutes. Set tops on pumpkins and continue roasting for 10 minutes longer. Remove pumpkins from oven and cool on baking sheet for 5 minutes. Using a large spatula, carefully transfer pumpkins to a serving platter. Serve immediately.";"Thanksgiving Stuffed Roast Pumpkins Recipe";"False";"In order to roast pumpkins, you will need a paring knife."
"58_2";"which pan or pot should I use to toast leaves?";"small skillet.";"A small skillet is a good choice for toasting the leaves.";"To Marinate the Chicken: In a small skillet, toast fenugreek leaves (or fenugreek seeds, if using) over medium heat, tossing them constantly, until quite fragrant, about 30 seconds. Transfer toasted leaves to spice grinder or mortar and pestle and grind to fine powder. Set aside.";"Butter Chicken Recipe";"False";"A small skillet should be used to toast fenugreek leaves."
"48_5";"what do I have to toss my vegetables with?";"rice.";"Toss the vegetables with rice.";"Return all the rice to the wok and press it up the sides, leaving a space in the middle. Add 1/2 tablespoon (7ml) oil to the space. Add onion, carrot, scallions, and garlic and cook, stirring gently, until lightly softened and fragrant, about 1 minute. Toss with rice to combine. Add soy sauce and sesame oil and toss to coat. Season to taste with salt and white pepper.";"Easy Fried Rice Recipe";"False";"Toss your vegetables with rice, oil, soy sauce, and sesame oil, then season with salt and white pepper to taste."
"52_6";"what do I add to the onion chili?";"garlic, ginger.";"Apart from onion and chili, you need to add garlic and ginger to the saucepan.";"Heat oil, butter, or ghee in a large saucepan over medium-high heat until melted (or until oil is shimmering). Add onion, garlic, ginger, and chili. Cook, stirring frequently, and scraping bottom of pan until golden brown and starting to burn in spots, about 10 minutes. Add cayenne, cashews, and half of spice mixture. Cook, stirring constantly until fragrant, about 30 seconds. Add coconut milk and remove from heat. Scrape up any browned bits from bottom of pan.";"Chickpea, Coconut, and Cashew Curry Recipe";"False";"Cook the onion, garlic, ginger, and chili in oil, butter, or ghee over medium-high heat for 10 minutes, stirring frequently and scraping the bottom of the pan until golden brown and starting to burn in spots. Add cayenne, cashews, and half of a spice mixture and cook, stirring constantly, until fragrant, about 30 seconds. Finally, add coconut milk and remove from heat, scraping up any browned bits from the bottom of the pan."
"62_1";"Alexa what type of vinegar do I need to add?";"rice.";"For the dipping sauce, you need to add rice vinegar.";"For the Dipping Sauce: Combine soy sauce, rice vinegar, and sesame oil in a small bowl and stir briefly to combine. Set aside.";"Easy Vegetable Pancakes Recipe";"False";"You need to use rice vinegar for the dipping sauce."
"8_16";"do I need to preheat the oven?";"yes.";"Yes. The oven has to be heated to 350°F (175°C).";"To Cook the Chicken: When ready to cook, position oven racks in both the bottom-middle and top-middle positions and heat the oven to 350°F (175°C). Line two rimmed baking sheets with foil and spray the foil with a little oil. Spread the marinated thighs over the prepared baking sheets, 4 pieces per sheet. Bake the chicken, switching the positions of the two sheets halfway through cooking, until an instant-read thermometer registers 165°F (74°C) in the thickest part of the thighs and the edges are slightly browned, about 30 minutes. Remove the chicken, cover, and let it stand for 5 minutes before serving. Serve the chicken with the pickled nectarines on the side.";"Yogurt- and Mint-Marinated Chicken Thighs With Pickled Nectarines Recipe";"False";"Yes, preheat the oven to 350°F (175°C)."
"24_3";"how long do I have to keep my sauce on medium heat?";"until fat has rendered and guanciale is crisp, about 7 minutes.";"The sauce has to be kept over medium heat until fat has rendered and the guanciale is crisp. This may take about 7 minutes.";"Meanwhile, combine guanciale (or pancetta or bacon) with 2 tablespoons (30ml) olive oil in a large skillet and cook, stirring frequently, over medium heat, until fat has rendered and guanciale is crisp, about 7 minutes.";"Spaghetti With Carbonara Sauce Recipe";"False";"Cook the guanciale in a skillet with olive oil over medium heat until it is crisp, which should take around 7 minutes."
"87_20";"what do I sprinkle on top with the parmesan?";"parsley.";"Once removed from the oven, you sprinkle it with parmesan and parsley.";"Transfer to oven and bake until heated through and top is browned and bubbly, about 30 minutes. Remove from oven sprinkle with Parmesan and parsley, let rest 10 minutes, and serve.";"Creamy Brussels Sprout and Mushroom Lasagna Recipe";"False";"Sprinkle parsley on top of the parmesan when the dish is removed from the oven."
"53_2";"how long do I need to soak it for?";"15 minutes.";"Let it soak for 15 minutes.";"Place lasagna noodles in a 9- by 13-inch baking dish and cover with warm water. Let soak 15 minutes, then arrange on a clean kitchen towel or paper towels to dry. Set aside.";"Creamy Brussels Sprout and Mushroom Lasagna Recipe";"False";"Soak lasagna noodles in warm water for 15 minutes."
"35_4";"how much chicken?";"2 pounds (900g).";"For this recipe, you will need 900g, i.e., roughly 2 pounds, chicken.";"Add chicken thigh pieces to bowl and, using clean hands, toss with marinade until evenly coated. Transfer chicken to prepared baking sheet, arranging pieces in a single, even layer in the aluminum-foil boat.";"Butter Chicken Recipe";"False";"Add 2 pounds (900g) of chicken thigh pieces to a bowl and toss with the marinade until evenly coated. Place the chicken in a single, even layer in an aluminum-foil boat on a baking sheet."
"93_11";"what do I add the onion to?";"pan.";"I assume you are talking about the onion rings. These need to be added to the pan the chicken was cooked in.";"In the same skillet that you cooked the chicken, add more oil if the pan is dry and heat over medium-high heat until shimmering. Add the onion rings, season with salt, and sauté until the onions have softened a bit and started to brown, 7 to 10 minutes; lower heat and/or add a small splash of water if the contents of the pan threaten to burn.";"Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe";"False";"Add the onion rings to the skillet and sauté until softened and browned, 7 to 10 minutes."
"66_4";"where do I transfer the mixture to?";"blender.";"The mixture has to be transferred to the blender.";"Transfer mixture to blender and starting a low speed, slowly increase speed to maximum. Blend until smooth, about 30 seconds. Return mixture to pot. Add chickpeas, spinach, and remaining spice mix and cook over low heat, stirring constantly, until vegetables are heated through and spinach is wilted, about 10 minutes. Add salt and lime juice to taste. Stir in half of cilantro.";"Chickpea, Coconut, and Cashew Curry Recipe";"False";"Transfer the mixture to a blender, blend until smooth, then return it to the pot with the chickpeas, spinach, and remaining spice mix. Cook over low heat, stirring constantly, until the vegetables are heated through and the spinach is wilted. Add salt and lime juice to taste, then stir in half of the cilantro."
"35_5";"what kind of aluminium?";"aluminium-foil.";"Aluminium-foil. More precisely, you have to make an aluminium-foil boat. This is where the chicken pieces are put in.";"Add chicken thigh pieces to bowl and, using clean hands, toss with marinade until evenly coated. Transfer chicken to prepared baking sheet, arranging pieces in a single, even layer in the aluminum-foil boat.";"Butter Chicken Recipe";"False";"Transfer chicken to a baking sheet lined with aluminum foil."
"83_11";"what utensil do I use to mix with?";"flexible spatula.";"Once you added cabbage, carrots, and scallions, you use a flexible spatula to fold them in.";"Add salted cabbage (or kimchi), grated carrot, and sliced scallions to batter and, using flexible spatula, fold in vegetables gently until evenly incorporated.";"Easy Vegetable Pancakes Recipe";"False";"Use a flexible spatula to gently mix in salted cabbage (or kimchi), grated carrot, and sliced scallions into the batter."
"75_2";"how long should I cook a potato for is 10 minutes okay?";"yes.";"In case you microwave it on high, 10 minutes should be ok. The potatoe is done when you can insert a paring knife in the middle.";"Using the tines of a fork, poke holes in potato all over. Place potato on a plate and microwave on high until a paring knife can be inserted in middle of potato with no resistance, 9 to 12 minutes, checking and flipping the potato every 3 minutes. Alternatively, place potato in 425°F oven and cook until a paring knife can be inserted in middle of potato with no resistance, about 1 hour. Split potato open and allow to cool slightly, 5 to 10 minutes. Using a spoon, scoop out flesh in a small bowl, discard skin.";"Thanksgiving Turkey Burgers Recipe";"False";"Yes, 10 minutes is an acceptable amount of time to cook a potato."
